imageFilename,start_comm,end_comm,up,down,photo,backwards,carry,boat,here,mosaic ,num_delimiter,one,two,three,four,five
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_48.jpg',[],[],[],[],"[33,68,317,338]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_49.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_52.jpg',[],[],[],[],"[56,149,257,269]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_53.jpg',[],[],[],[],"[385,135,233,260]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_56.jpg',[],[],[],[],"[44,132,279,281]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_57.jpg',[],[],[],[],"[336,130,288,291]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_60.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_61.jpg',[],[],[],[],"[305,85,286,309]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_64.jpg',[],[],[],[],"[1,98,239,264]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_65.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_68.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_69.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_72.jpg',[],[],[],[],"[33,173,266,263]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_73.jpg',[],[],[],[],"[341,116,255,251]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_76.jpg',[],[],[],[],"[56,115,263,263]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_77.jpg',[],[],[],[],"[310,133,254,251]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_80.jpg',[],[],[],[],"[52,155,246,245]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_81.jpg',[],[],[],[],"[360,150,228,251]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_84.jpg',[],[],[],[],"[50,138,235,234]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_85.jpg',[],[],[],[],"[300,140,208,231]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_88.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_89.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_92.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_93.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_96.jpg',[],[],"[161,137,188,251]",[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_97.jpg',[],[],"[399,145,205,222]",[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_100.jpg',[],[],"[165,175,194,228]",[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_101.jpg',[],[],"[407,168,226,263]",[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_104.jpg',[],[],"[110,193,217,254]",[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_105.jpg',[],[],"[368,200,206,255]",[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_108.jpg',[],[],"[119,77,257,298]",[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_109.jpg',[],[],"[366,82,228,263]",[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_112.jpg',[],[],"[120,111,238,285]",[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_113.jpg',[],[],"[448,133,193,265]",[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_116.jpg',[],[],[],"[163,189,207,243]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_117.jpg',[],[],[],"[438,204,203,249]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_120.jpg',[],[],[],"[152,218,195,245]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_121.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_124.jpg',[],[],[],"[133,236,195,206]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_125.jpg',[],[],[],"[375,201,205,208]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_128.jpg',[],[],[],"[127,235,193,207]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_129.jpg',[],[],[],"[390,258,178,205]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_132.jpg',[],[],[],"[126,228,167,198]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_133.jpg',[],[],[],"[367,287,150,181]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_136.jpg',[],[],[],"[148,259,160,185]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_137.jpg',[],[],[],"[383,247,148,192]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_140.jpg',[],[],[],"[143,150,174,189]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_141.jpg',[],[],[],"[372,138,174,184]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_144.jpg',[],[],[],"[145,129,162,180]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_145.jpg',[],[],[],"[374,143,178,194]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_148.jpg',[],[],[],"[122,235,167,182]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_149.jpg',[],[],[],"[333,215,180,182]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_152.jpg',[],[],[],"[97,230,158,174]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_153.jpg',[],[],[],"[320,234,164,175]",[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_156.jpg',[],[],[],[],[],"[43,187,166,176]",[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_157.jpg',[],[],[],[],[],"[304,202,189,177]",[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_160.jpg',[],[],[],[],[],"[70,222,177,167]",[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_161.jpg',[],[],[],[],[],"[337,233,183,171]",[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_164.jpg',[],[],[],[],[],"[33,236,176,190]",[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_165.jpg',[],[],[],[],[],"[316,258,208,184]",[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_168.jpg',[],[],[],[],[],"[49,174,166,170]",[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_169.jpg',[],[],[],[],[],"[248,153,216,173]",[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_172.jpg',[],[],[],[],[],"[70,184,189,171]",[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_173.jpg',[],[],[],[],[],"[334,179,218,170]",[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_176.jpg',[],[],[],[],[],"[33,261,184,174]",[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_177.jpg',[],[],[],[],[],"[304,261,223,188]",[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_180.jpg',[],[],[],[],[],[],"[91,180,198,285]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_181.jpg',[],[],[],[],[],[],"[303,149,215,301]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_184.jpg',[],[],[],[],[],[],"[57,152,168,286]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_185.jpg',[],[],[],[],[],[],"[314,139,177,283]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_188.jpg',[],[],[],[],[],[],"[69,174,183,302]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_189.jpg',[],[],[],[],[],[],"[310,164,182,282]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_192.jpg',[],[],[],[],[],[],"[146,174,193,268]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_193.jpg',[],[],[],[],[],[],"[399,159,189,293]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_196.jpg',[],[],[],[],[],[],"[135,213,173,268]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_197.jpg',[],[],[],[],[],[],"[369,198,194,274]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_200.jpg',[],[],[],[],[],[],"[156,180,192,278]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_201.jpg',[],[],[],[],[],[],"[395,182,185,270]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_204.jpg',[],[],[],[],[],[],"[196,91,195,280]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_205.jpg',[],[],[],[],[],[],"[417,53,192,270]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_208.jpg',[],[],[],[],[],[],"[170,49,192,241]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_209.jpg',[],[],[],[],[],[],"[402,65,163,236]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_212.jpg',[],[],[],[],[],[],"[171,145,168,250]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_213.jpg',[],[],[],[],[],[],"[387,188,175,245]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_216.jpg',[],[],[],[],[],[],"[172,207,152,232]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_217.jpg',[],[],[],[],[],[],"[373,223,159,223]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_220.jpg',[],[],[],[],[],[],"[179,195,156,236]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_221.jpg',[],[],[],[],[],[],"[413,210,181,243]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_224.jpg',[],[],[],[],[],[],"[152,231,155,235]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_225.jpg',[],[],[],[],[],[],"[390,218,167,228]",[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_228.jpg',[],[],[],[],"[97,70,221,224]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_229.jpg',[],[],[],[],"[343,61,216,228]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_232.jpg',[],[],[],[],"[24,13,300,303]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_233.jpg',[],[],[],[],"[376,52,265,272]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_236.jpg',[],[],[],[],"[86,144,281,287]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_237.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_240.jpg',[],[],[],[],"[134,138,274,282]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_241.jpg',[],[],[],[],"[431,177,210,242]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_244.jpg',[],[],[],[],"[1,148,246,285]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_245.jpg',[],[],[],[],"[280,90,274,292]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_248.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_249.jpg',[],[],[],[],"[307,64,334,366]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_252.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_253.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_256.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_257.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_260.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_261.jpg',[],[],[],[],"[156,9,376,348]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_264.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_265.jpg',[],[],[],[],"[258,1,363,333]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_268.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_269.jpg',[],[],[],[],"[307,78,334,330]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_272.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_273.jpg',[],[],[],[],"[281,22,327,333]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_276.jpg',[],[],[],[],"[98,87,256,243]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_277.jpg',[],[],[],[],"[367,98,237,231]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_280.jpg',[],[],[],[],"[67,98,226,231]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_281.jpg',[],[],[],[],"[336,120,231,228]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_284.jpg',[],[],[],[],"[70,196,214,218]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_285.jpg',[],[],[],[],"[497,185,3,0;341,184,217,223]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_288.jpg',[],[],[],[],"[71,79,227,235]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_289.jpg',[],[],[],[],"[344,52,214,235]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_292.jpg',[],[],[],[],"[154,47,199,230]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_293.jpg',[],[],[],[],"[417,40,206,228]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_296.jpg',[],[],[],[],"[161,67,205,229]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_297.jpg',[],[],[],[],"[406,95,184,212]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_300.jpg',[],[],[],[],"[158,93,208,223]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_301.jpg',[],[],[],[],"[406,107,201,232]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_304.jpg',[],[],[],[],"[108,69,228,238]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_305.jpg',[],[],[],[],"[390,102,209,224]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_308.jpg',[],[],[],[],"[75,48,264,266]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_309.jpg',[],[],[],[],"[365,34,237,271]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_312.jpg',[],[],[],[],"[51,22,243,256]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_313.jpg',[],[],[],[],"[345,28,231,261]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_316.jpg',[],[],[],[],"[36,113,259,280]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_317.jpg',[],[],[],[],"[337,138,259,290]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_320.jpg',[],[],[],[],"[6,140,279,304]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_321.jpg',[],[],[],[],"[324,147,261,300]",[],[],[],[],[],[],[],[],[],[],[]
'C:\Users\PIPER\Desktop\Arturo\genova_mix\mix_2\biograd1_324.jpg',[],[],[],[],"[26,157,255,286]",[],[],[],[],[],[],[],[],[],[],[]
