imageFileName,star_comm,end_comm,up,down,photo,backwards,carry,boat,here,mosaic,num_delimiter,one,two,three,four,five,Class
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1030.jpg',[],"[231,210,78,125]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1031.jpg',[],"[328,209,83,129]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1032.jpg',[],"[224,215,77,124]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1033.jpg',[],"[321,216,98,131]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1034.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1035.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1036.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1037.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1038.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1039.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_104.jpg',[],[],[],[],[],[],[],[],[],[],[],[],"[148,230,69,106]",[],[],[],two
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1040.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1041.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1042.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1043.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1044.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1045.jpg',"[309,316,111,122]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1046.jpg',"[190,202,104,136]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1047.jpg',"[296,195,110,151]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1048.jpg',"[182,195,93,140]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1049.jpg',"[290,203,88,143]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_105.jpg',[],[],[],[],[],[],[],[],[],[],[],[],"[213,229,74,107]",[],[],[],two
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1050.jpg',"[192,190,105,149]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1051.jpg',"[314,178,93,143]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1052.jpg',"[192,179,108,139]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1053.jpg',"[310,175,101,150]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1054.jpg',"[165,173,110,149]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1055.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1056.jpg',[],[],[],[],[],"[191,168,84,110]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1057.jpg',[],[],[],[],[],"[319,163,112,131]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1058.jpg',[],[],[],[],[],"[184,168,102,111]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1059.jpg',[],[],[],[],[],"[297,151,109,146]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_106.jpg',[],[],[],[],[],[],[],[],[],[],[],[],"[150,231,66,105]",[],[],[],two
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1060.jpg',[],[],[],[],[],"[184,168,88,120]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1061.jpg',[],[],[],[],[],"[309,168,95,136]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1062.jpg',[],[],[],[],[],"[194,171,94,111]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1063.jpg',[],[],[],[],[],"[318,179,98,123]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1064.jpg',[],[],[],[],[],"[199,184,86,111]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1065.jpg',[],[],[],[],[],"[314,182,109,120]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1066.jpg',[],[],[],[],[],"[184,185,91,104]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1067.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1068.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1069.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[240,203,83,126]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_107.jpg',[],[],[],[],[],[],[],[],[],[],[],[],"[206,239,88,97]",[],[],[],two
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1070.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[118,192,83,112]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1071.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[192,170,92,136]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1072.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[96,165,79,132]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1073.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[188,159,89,124]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1074.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[86,168,94,127]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1075.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[195,185,88,130]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1076.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[91,189,88,137]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1077.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[173,188,92,124]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1078.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[73,180,95,127]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1079.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[166,165,88,142]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_108.jpg',[],[],[],[],[],[],[],[],[],[],[],[],"[148,236,66,109]",[],[],[],two
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1080.jpg',[],[],[],[],[],[],[],[],[],[],"[103,218,79,106]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1081.jpg',[],[],[],[],[],[],[],[],[],[],"[189,211,90,115]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1082.jpg',[],[],[],[],[],[],[],[],[],[],"[92,205,94,123]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1083.jpg',[],[],[],[],[],[],[],[],[],[],"[187,207,89,111]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1084.jpg',[],[],[],[],[],[],[],[],[],[],"[91,206,95,102]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1085.jpg',[],[],[],[],[],[],[],[],[],[],"[197,203,87,99]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1086.jpg',[],[],[],[],[],[],[],[],[],[],"[96,204,76,107]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1087.jpg',[],[],[],[],[],[],[],[],[],[],"[189,198,83,117]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1088.jpg',[],[],[],[],[],[],[],[],[],[],"[93,198,82,111]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1089.jpg',[],[],[],[],[],[],[],[],[],[],"[185,191,90,113]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_109.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1090.jpg',[],[],[],[],[],[],[],[],[],[],"[93,194,76,108]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1091.jpg',[],[],[],[],[],[],[],[],[],[],"[192,190,84,117]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1092.jpg',[],"[169,202,109,140]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1093.jpg',[],"[286,201,124,133]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1094.jpg',[],"[187,199,111,130]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1095.jpg',[],"[290,180,101,129]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1096.jpg',[],"[187,187,110,132]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1097.jpg',[],"[298,188,107,136]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1098.jpg',[],"[186,197,99,127]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1099.jpg',[],"[298,195,97,138]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_11.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[210,200,110,118]",five
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_110.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1100.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1101.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1102.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1103.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1104.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1105.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1106.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1107.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1108.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1109.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_111.jpg',[],[],[],[],[],[],[],[],[],[],"[195,248,75,92]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1110.jpg',"[169,191,109,135]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1111.jpg',"[290,179,98,121]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1112.jpg',"[207,189,93,121]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1113.jpg',"[314,190,80,124]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1114.jpg',"[189,190,114,141]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1115.jpg',"[290,175,106,152]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1116.jpg',"[188,165,112,153]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1117.jpg',"[313,174,101,144]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1118.jpg',"[202,189,114,136]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1119.jpg',"[302,182,119,155]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_112.jpg',[],[],[],[],[],[],[],[],[],[],"[142,264,65,83]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1120.jpg',"[192,174,99,135]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1121.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1122.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1123.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1124.jpg',[],[],[],[],[],"[202,205,88,106]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1125.jpg',[],[],[],[],[],"[317,195,92,100]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1126.jpg',[],[],[],[],[],"[202,187,81,106]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1127.jpg',[],[],[],[],[],"[313,180,98,105]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1128.jpg',[],[],[],[],[],"[175,183,110,115]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1129.jpg',[],[],[],[],[],"[317,198,97,117]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_113.jpg',[],[],[],[],[],[],[],[],[],[],"[223,266,71,82]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1130.jpg',[],[],[],[],[],"[204,194,93,91]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1131.jpg',[],[],[],[],[],"[316,173,106,113]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1132.jpg',[],[],[],[],[],"[172,173,110,109]",[],[],[],[],[],[],[],[],[],[],backwards
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1133.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1134.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[126,168,87,132]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1135.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[209,200,86,116]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1136.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[96,203,97,128]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1137.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[201,205,89,128]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1138.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[97,199,91,111]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_1139.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],"[190,195,96,126]",[],[],three
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_114.jpg',[],[],[],[],[],[],[],[],[],[],"[156,262,61,78]",[],[],[],[],[],num_delimiter
